stat,feature,importance,importance_norm
AST,AST_roll5,8.859971046447754,0.3199047631885779
AST,AST_roll10,5.595040321350098,0.20201872440087354
AST,MIN_roll10,1.3950766324996948,0.05037168376850015
AST,ORtg_g_roll5,1.0895116329193115,0.03933872459549335
AST,REB_roll10,1.0207587480545044,0.03685628134190891
AST,BPM,0.9690319299697876,0.034988594031968495
AST,TS%,0.8933959007263184,0.03225762280228739
AST,USG%,0.8660112619400024,0.03126885248464019
AST,MIN_roll5,0.7232479453086853,0.026114133043737695
AST,PER,0.6769459843635559,0.024442319696530754
AST,VORP,0.6369602680206299,0.022998565416686018
AST,REB_roll5,0.619125247001648,0.022354600764247536
AST,PTS_roll10,0.610113263130188,0.02202920731192756
AST,WS/48,0.5833609700202942,0.021063268941789965
AST,days_rest,0.5431996583938599,0.019613174486870923
AST,PTS_roll5,0.5007810592651367,0.01808157671550958
AST,TS_game_roll10,0.492214173078537,0.01777225429420365
AST,usage_share_roll5,0.4906674325466156,0.017716406519872954
AST,TS_game_roll5,0.43266943097114563,0.015622287152874536
AST,HOME,0.41751471161842346,0.01507509948371554
AST,Pace_g_roll5,0.25797340273857117,0.00931458126436225
AST,DRtg_g_roll5,0.02208114229142666,0.0007972782934210905
PTS,USG%,103.90113067626953,0.46720921333423165
PTS,PER,17.107807159423828,0.07692818232875771
PTS,usage_share_roll5,13.959293365478516,0.06277035129008991
PTS,ORtg_g_roll5,11.053902626037598,0.0497057646684856
PTS,PTS_roll5,10.961280822753906,0.04928927488085661
PTS,TS%,10.23116683959961,0.046006192420698644
PTS,BPM,5.763702392578125,0.02591747407561262
PTS,days_rest,5.014441967010498,0.022548296360861583
PTS,WS/48,4.986627101898193,0.022423222060288205
PTS,PTS_roll10,4.465884685516357,0.02008161467715419
PTS,Pace_g_roll5,3.6236777305603027,0.016294486988278067
PTS,VORP,3.54487943649292,0.01594015697527745
PTS,TS_game_roll10,3.368624448776245,0.01514759626278705
PTS,AST_roll10,3.3262736797332764,0.014957158782849362
PTS,AST_roll5,3.3008968830108643,0.01484304767398605
PTS,REB_roll10,3.2309699058532715,0.014528609055503322
PTS,TS_game_roll5,3.1848039627075195,0.014321015992371374
PTS,REB_roll5,3.033890962600708,0.01364240986361328
PTS,MIN_roll10,3.0123376846313477,0.013545491861092072
PTS,MIN_roll5,2.94140887260437,0.01322654832068819
PTS,HOME,2.12160587310791,0.009540163851233479
PTS,DRtg_g_roll5,0.25212612748146057,0.0011337282752835653
REB,REB_roll10,11.570931434631348,0.2082922815362754
REB,REB_roll5,8.664987564086914,0.15598139522331544
REB,PER,4.909368991851807,0.08837522493268812
REB,MIN_roll10,4.570549964904785,0.0822760281178602
REB,WS/48,3.677427053451538,0.06619861810381972
REB,MIN_roll5,2.9181296825408936,0.05253024726911582
REB,usage_share_roll5,2.3955061435699463,0.0431223227704007
REB,BPM,2.327253580093384,0.04189368510647995
REB,USG%,1.7456070184707642,0.03142326705478356
REB,TS%,1.7220368385314941,0.030998972210111227
REB,VORP,1.6594998836517334,0.029873223165116435
REB,AST_roll5,1.5732471942901611,0.02832055909850632
REB,PTS_roll10,1.4262659549713135,0.02567469970043553
REB,AST_roll10,1.3822180032730103,0.024881777505012328
REB,PTS_roll5,1.0735130310058594,0.019324674055011103
REB,TS_game_roll10,0.9669919013977051,0.017407150885571404
REB,TS_game_roll5,0.904167115688324,0.01627622049968484
REB,ORtg_g_roll5,0.7486890554428101,0.013477406931362597
REB,HOME,0.6420103907585144,0.011557047919310153
REB,Pace_g_roll5,0.5212867259979248,0.009383860072639208
REB,DRtg_g_roll5,0.08997185528278351,0.0016196140403021621
REB,days_rest,0.061757832765579224,0.0011117238021977856
